scenario,building,point,label,floor,z_m,PF,PF_raw,LF,ground_frac,roof_frac,avg_floor_crossings,avg_soil_path_m,floor_decks_above,Dg_in,Dr_in,Dg_ref,Dr_ref,Din,Dref,basement_opening_mode,basement_ceiling_mode,roof_model,ground_radius_m,M_floor_kg_m2,M_roof_kg_m2,M_wall_kg_m2,M_foundation_wall_kg_m2,M_basement_ceiling_kg_m2
Kjellervindu 40x60 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,37.06750971541429,37.06750971541429,0.026977803679758834,0.9185313968795451,0.0814686031204549,0.0,11.921624055050621,5,0.03842565013392303,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.04183379061887649,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Kjellervindu 60x30 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,4. etasje,3,10.5,3.929756905523845,3.929756905523845,0.2544686666481467,0.2794740848358206,0.7205259151641795,1.6950226097836676,0.0,1,0.4144983029799755,1.068638508161122,3.125342298506251,2.703024826912091,1.4831368111410974,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,5. etasje,4,13.5,2.323026147454363,2.323026147454363,0.43047298503111037,0.12127916243447426,0.8787208375655257,2.092333162241398,0.0,0,0.36950135089322333,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.046701044731082,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | referanse lett,5 målepunkter i rommet,Kjeller,-1,-1.1,8.28495860309094,8.28495860309094,0.12070066344410235,0.1547001365719381,0.8452998634280618,0.0,12.023567914338765,5,0.028954827557945484,0.15821260615974236,0.5507251446215115,0.9999492955763,0.18716743371768785,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | referanse lett,5 målepunkter i rommet,1. etasje,0,1.5,2.790894974770125,2.790894974770125,0.35830800121110473,0.6422851528460256,0.3577148471539744,0.0,0.0,4,0.4486751521182531,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.6985606784309609,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | referanse lett,5 målepunkter i rommet,2. etasje,1,4.5,3.3607363370389636,3.3607363370389636,0.2975538393116158,0.5980719272545878,0.4019280727454123,0.7389451382382641,0.0,3,0.6186570025266277,0.4157620603552141,1.9451084870412334,1.5313012453115646,1.0344190628818417,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | referanse lett,5 målepunkter i rommet,3. etasje,2,7.5,3.42384938520635,3.42384938520635,0.29206892228401327,0.47566335747408134,0.5243366425259186,1.252122933293688,0.0,2,0.6527056625897505,0.7194951856231918,2.696155236194249,2.0020537943392656,1.3722008482129424,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | referanse lett,5 målepunkter i rommet,4. etasje,3,10.5,3.0095214776196397,3.0095214776196397,0.33227873847603945,0.32126197284629,0.67873802715371,1.6950226097836676,0.0,1,0.6221695824763958,1.3144728933328313,3.125342298506251,2.703024826912091,1.936642475809227,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 60x30 cm,Trebygg | referanse lett,5 målepunkter i rommet,5. etasje,4,13.5,2.170203747616982,2.170203747616982,0.4607862285271887,0.17908661644485388,0.8209133835551462,2.092333162241398,0.0,0,0.5840453381820312,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.2612450320198896,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,201.5197935945175,201.5197935945175,0.004962291704268626,0.5570909345862906,0.44290906541370934,0.0,12.291170544970132,5,0.004286758425661537,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.007694898910614995,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,1. etasje,0,1.5,8.333975928506039,8.333975928506039,0.11999074734299857,0.953475134150084,0.04652486584991599,0.0,0.0,4,0.22305130025682446,0.010883799115902907,0.7436205829470717,1.2059889040579064,0.23393509937272736,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,2. etasje,1,4.5,24.033750986387762,24.033750986387762,0.04160815349074641,0.7475225454175329,0.252477454582467,0.7389451382382641,0.0,3,0.10812688595777235,0.03652010378268753,1.9451084870412334,1.5313012453115646,0.1446469897404599,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,3. etasje,2,7.5,26.44964542534185,26.44964542534185,0.03780769019466262,0.2737070630170061,0.7262929369829939,1.252122933293688,0.0,2,0.04861815629313616,0.12901027520304117,2.696155236194249,2.0020537943392656,0.17762843149617732,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,4. etasje,3,10.5,11.050762272229528,11.050762272229528,0.09049149509921062,0.05124214851333284,0.9487578514866671,1.6950226097836676,0.0,1,0.02702601381457989,0.5003916413516143,3.125342298506251,2.703024826912091,0.5274176551661942,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | stubbloft bevart,5 målepunkter i rommet,5. etasje,4,13.5,2.627736042112945,2.627736042112945,0.3805557270493221,0.006017896803734236,0.9939821031962658,2.092333162241398,0.0,0,0.016208653484502348,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.693408347322361,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,Kjeller,-1,-1.1,20.671181665552023,20.671181665552023,0.04837652806595346,0.05714440109161895,0.9428555989083811,0.0,12.291170544970132,5,0.004286758425661537,0.07072948715172456,0.5507251446215115,0.9999492955763,0.07501624557738609,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,1. etasje,0,1.5,5.535167214062938,5.535167214062938,0.18066301546579247,0.6332684840041151,0.3667315159958849,0.0,0.0,4,0.22305130025682446,0.1291710286462116,0.7436205829470717,1.2059889040579064,0.35222232890303606,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,2. etasje,1,4.5,7.908601994321082,7.908601994321082,0.1264445980108834,0.43476430759499635,0.5652356924050036,0.7389451382382641,0.0,3,0.19111075146886555,0.24846247965960674,1.9451084870412334,1.5313012453115646,0.4395732311284723,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,3. etasje,2,7.5,7.344959628639698,7.344959628639698,0.13614778713020675,0.21996582697928746,0.7800341730207125,1.252122933293688,0.0,2,0.14070130905733205,0.49894945392495993,2.696155236194249,2.0020537943392656,0.639650762982292,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,4. etasje,3,10.5,4.998146001925227,4.998146001925227,0.200074187431662,0.08358358831325756,0.9164164116867424,1.6950226097836676,0.0,1,0.09746730851036453,1.068638508161122,3.125342298506251,2.703024826912091,1.1661058166714866,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | full utskifting + mineralull,5 målepunkter i rommet,5. etasje,4,13.5,2.573855385834624,2.573855385834624,0.3885222167117715,0.026399094607017694,0.9736009053929824,2.092333162241398,0.0,0,0.0725920113755205,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.749791705213379,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | referanse lett,5 målepunkter i rommet,Kjeller,-1,-1.1,9.542649253762663,9.542649253762663,0.10479270204819698,0.026380155003058913,0.9736198449969411,0.0,12.291170544970132,5,0.004286758425661537,0.15821260615974236,0.5507251446215115,0.9999492955763,0.1624993645854039,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | referanse lett,5 målepunkter i rommet,1. etasje,0,1.5,4.122346532298097,4.122346532298097,0.24258028580691077,0.47163022147109307,0.528369778528907,0.0,0.0,4,0.22305130025682446,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.4729368265695323,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | referanse lett,5 målepunkter i rommet,2. etasje,1,4.5,5.2149358687033445,5.2149358687033445,0.19175691229519237,0.3763184870832202,0.6236815129167799,0.7389451382382641,0.0,3,0.25086353579371456,0.4157620603552141,1.9451084870412334,1.5313012453115646,0.6666255961489287,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | referanse lett,5 målepunkter i rommet,3. etasje,2,7.5,5.04531446098084,5.04531446098084,0.19820370122293507,0.2273482424815479,0.772651757518452,1.252122933293688,0.0,2,0.21170723334756833,0.7194951856231918,2.696155236194249,2.0020537943392656,0.9312024189707602,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | referanse lett,5 målepunkter i rommet,4. etasje,3,10.5,3.9601160880238937,3.9601160880238937,0.25251784992469806,0.10687416558629562,0.8931258344137044,1.6950226097836676,0.0,1,0.1572938417496016,1.3144728933328313,3.125342298506251,2.703024826912091,1.4717667350824328,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Murbygg | referanse lett,5 målepunkter i rommet,5. etasje,4,13.5,2.5275135346655815,2.5275135346655815,0.39564575472483526,0.04392862190838766,0.9560713780916124,2.092333162241398,0.0,0,0.12300932317271537,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.800209017010574,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,450.0,650.0,300.0
Luftespalte 15x15 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,Kjeller,-1,-1.1,197.8275934636702,197.8275934636702,0.0050549065602602285,0.5652058144206973,0.43479418557930266,0.0,12.291170544970132,5,0.004430373915630316,0.0034081404849534576,0.5507251446215115,0.9999492955763,0.007838514400583774,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,1. etasje,0,1.5,3.9683139467920743,3.9683139467920743,0.2519961911804849,0.9778466753913521,0.02215332460864788,0.0,0.0,4,0.4804103658986906,0.010883799115902907,0.7436205829470717,1.2059889040579064,0.4912941650145935,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,2. etasje,1,4.5,9.058301147137495,9.058301147137495,0.11039597643715003,0.9048414532643682,0.09515854673563175,0.7389451382382641,0.0,3,0.34726154311601104,0.03652010378268753,1.9451084870412334,1.5313012453115646,0.3837816468986986,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,3. etasje,2,7.5,12.984246563257852,12.984246563257852,0.07701640562108149,0.6434596222638017,0.35654037773619823,1.252122933293688,0.0,2,0.23282889718515598,0.12901027520304117,2.696155236194249,2.0020537943392656,0.3618391723881972,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,4. etasje,3,10.5,8.972856594310512,8.972856594310512,0.111447228593186,0.2296397357574797,0.7703602642425204,1.6950226097836676,0.0,1,0.14916372199989408,0.5003916413516143,3.125342298506251,2.703024826912091,0.6495553633515083,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | stubbloft bevart,5 målepunkter i rommet,5. etasje,4,13.5,2.5491492430556844,2.5491492430556844,0.39228774177273845,0.03574457808317786,0.9642554219168222,2.092333162241398,0.0,0,0.09924276423607395,2.6771996938378586,3.3529218731732007,3.7246443172136283,2.7764424580739324,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,145.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,Kjeller,-1,-1.1,20.631683164078325,20.631683164078325,0.04846914292194506,0.05894600991425483,0.9410539900857453,0.0,12.291170544970132,5,0.004430373915630316,0.07072948715172456,0.5507251446215115,0.9999492955763,0.07515986106735487,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,1. etasje,0,1.5,3.1982759061413057,3.1982759061413057,0.3126684593032788,0.7880988005832307,0.21190119941676921,0.0,0.0,4,0.4804103658986906,0.1291710286462116,0.7436205829470717,1.2059889040579064,0.6095813945449022,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,2. etasje,1,4.5,4.487517696055475,4.487517696055475,0.22284034687573473,0.6792726231600721,0.3207273768399279,0.7389451382382641,0.0,3,0.5262218709800709,0.24846247965960674,1.9451084870412334,1.5313012453115646,0.7746843506396777,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,3. etasje,2,7.5,4.745164663167181,4.745164663167181,0.2107408427282154,0.4960638613385782,0.5039361386614218,1.252122933293688,0.0,2,0.49115507648298473,0.49894945392495993,2.696155236194249,2.0020537943392656,0.9901045304079447,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,4. etasje,3,10.5,3.8919077639107242,3.8919077639107242,0.2569433965709314,0.2864137729780155,0.7135862270219845,1.6950226097836676,0.0,1,0.4289219375062226,1.068638508161122,3.125342298506251,2.703024826912091,1.4975604456673446,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | full utskifting + mineralull,5 målepunkter i rommet,5. etasje,4,13.5,2.314666000606962,2.314666000606962,0.43202777408825965,0.12444151824694308,0.8755584817530568,2.092333162241398,0.0,0,0.38050547335728685,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.0577051671951456,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | referanse lett,5 målepunkter i rommet,Kjeller,-1,-1.1,9.534222992466024,9.534222992466024,0.10488531690418858,0.02723987173364122,0.9727601282663588,0.0,12.291170544970132,5,0.004430373915630316,0.15821260615974236,0.5507251446215115,0.9999492955763,0.16264298007537267,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | referanse lett,5 målepunkter i rommet,1. etasje,0,1.5,2.6696158472169325,2.6696158472169325,0.3745857296443971,0.6578297523267821,0.3421702476732179,0.0,0.0,4,0.4804103658986906,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.7302958922113985,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | referanse lett,5 målepunkter i rommet,2. etasje,1,4.5,3.2502588775171213,3.2502588775171213,0.3076678005303694,0.6112845056702293,0.3887154943297707,0.7389451382382641,0.0,3,0.6538172757401415,0.4157620603552141,1.9451084870412334,1.5313012453115646,1.0695793360953556,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | referanse lett,5 målepunkter i rommet,3. etasje,2,7.5,3.347390155470292,3.347390155470292,0.2987401986487305,0.4873725103308466,0.5126274896691534,1.252122933293688,0.0,2,0.6840487134516501,0.7194951856231918,2.696155236194249,2.0020537943392656,1.403543899074842,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | referanse lett,5 målepunkter i rommet,4. etasje,3,10.5,2.971756683792343,2.971756683792343,0.3365013042467096,0.3297790749333898,0.6702209250666102,1.6950226097836676,0.0,1,0.6467802459990866,1.3144728933328313,3.125342298506251,2.703024826912091,1.961253139331918,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Luftespalte 15x15 cm,Trebygg | referanse lett,5 målepunkter i rommet,5. etasje,4,13.5,2.1570546374039052,2.1570546374039052,0.46359511838955403,0.18406047227180514,0.8159395277281948,2.092333162241398,0.0,0,0.6039254421044282,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.281125135942287,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
